id,Municipality,Area km2,VIIRS Fires,VIIRS Fires per 1000km2,Year
1301506,Envira,7504.7294598956,116,15.456919615809,2012
1301605,Fonte Boa,12093.0168591464,11,0.909615865761429,2012
1301654,Guajará,7583.55561945798,108,14.2413407930829,2012
1301704,Humaitá,33127.6006515687,858,25.89985338885,2012
1301803,Ipixuna,12080.1376031172,70,5.79463598013459,2012
1301852,Iranduba,2673.58093335223,60,22.4418117482495,2012
1301902,Itacoatiara,8820.1661304317,151,17.1198589422271,2012
1301951,Itamarati,25295.8610995954,34,1.34409340192589,2012
1302009,Itapiranga,4474.44070522781,11,2.45840781556182,2012
1302108,Japurá,55750.8087441579,7,0.125558716683792,2012
1302207,Juruá,19384.182919185,19,0.980180597717908,2012
1302306,Jutaí,69562.0387325857,37,0.531899304191435,2012
1302405,Lábrea,68246.7795432887,1594,23.3564134552156,2012
1302504,Manacapuru,7320.11549790585,153,20.9013095549887,2012
1302553,Manaquiri,4009.51858058177,55,13.717357556682,2012
1302603,Manaus,10873.7469101604,39,3.58662017078571,2012
1302702,Manicoré,48273.8713728947,2926,60.6124994077629,2012
1302801,Maraã,17099.9685811831,21,1.22807243184695,2012
1302900,Maués,40010.4705074089,534,13.3465063826509,2012
1303007,Nhamundá,14107.7584517921,23,1.63030860491365,2012
1303106,Nova Olinda do Norte,5557.86297667134,58,10.4356656944315,2012
1303205,Novo Airão,37753.590063227,24,0.635701133582437,2012
1303304,Novo Aripuanã,41239.2248550323,1343,32.5660825275216,2012
1303403,Parintins,5951.51606428328,75,12.6018310611805,2012
1303502,Pauini,41591.8358508229,89,2.13984302879093,2012
1303536,Presidente Figueiredo,25511.9210397708,74,2.90060477549459,2012
1303569,Rio Preto da Eva,5803.03653762192,28,4.82506009025998,2012
1303601,Santa Isabel do Rio Negro,62931.0286428666,11,0.174794536768578,2012
1303700,Santo Antônio do Içá,12306.2640361622,27,2.19400460778835,2012
1303809,São Gabriel da Cachoeira,108771.964436558,64,0.588386909545322,2012
1303908,São Paulo de Olivença,19868.390612271,50,2.51656014700653,2012
1303957,São Sebastião do Uatumã,10534.3356855439,11,1.04420443095383,2012
1304005,Silves,3727.51249106091,49,13.1454958548117,2012
1304062,Tabatinga,3193.75220979291,39,12.2113418443721,2012
1304104,Tapauá,85372.1898502421,115,1.34704287428647,2012
1304203,Tefé,23390.2629801626,246,10.5171968442011,2012
1304237,Tonantins,6433.59895921721,18,2.79781194228962,2012
1304260,Uarini,10280.3009087347,96,9.33824805832608,2012
1304302,Urucará,27951.9224150581,15,0.536635719621176,2012
1304401,Urucurituba,2803.38453542013,15,5.35067516085589,2012
1400027,Amajari,28263.8831669847,318,11.2511079288446,2012
1400050,Alto Alegre,25560.0072952229,302,11.8153330909433,2012
1400100,Boa Vista,5652.32231248348,463,81.9132339600375,2012
1400159,Bonfim,8095.29796481289,405,50.0290417672552,2012
1400175,Cantá,7652.20656399482,304,39.7271032162646,2012
1400209,Caracaraí,47253.7004759176,222,4.698044761873,2012
1400233,Caroebe,12045.9811929275,95,7.88644764411365,2012
1400282,Iracema,13508.5571078054,145,10.7339369292238,2012
1400308,Mucajaí,12719.210796187,278,21.85670199627,2012
1400407,Normandia,6951.64758364577,520,74.8024110461721,2012
1400456,Pacaraima,7934.76161948604,512,64.5261980829569,2012
1400472,Rorainópolis,33519.9469485448,259,7.7267425392284,2012
1400506,São João da Baliza,4286.77123482068,43,10.0308595081349,2012
1400605,São Luiz,1582.33120894011,40,25.2791575960845,2012
1400704,Uiramutã,8002.90442976321,424,52.9807651361076,2012
1500305,Afuá,8470.71772786688,5,0.590268754151853,2012
1500347,Água Azul do Norte,411.337612445404,1,2.43109302369651,2012
1500404,Alenquer,23614.0586476137,164,6.94501535916922,2012
1500503,Almeirim,72545.4020470891,35,0.48245648948615,2012
1500602,Altamira,159482.046950239,12951,81.2066326439922,2012
1500701,Anajás,2466.81614603764,9,3.64842755486921,2012
1500859,Anapu,8555.01877810424,84,9.8187978517347,2012
1501006,Aveiro,17089.3060039801,136,7.9581932682536,2012
1501253,Bannach,2870.40318246685,163,56.7864476306483,2012
1501451,Belterra,4412.93804344467,26,5.89176637968495,2012
1501725,Brasil Novo,6377.44954113019,29,4.54727235597394,2012
1501808,Breves,6357.96130646003,23,3.617511792126,2012
1502764,Cumaru do Norte,16868.8829903524,1926,114.174720466169,2012
1502855,Curuá,1448.81504850208,19,13.1141652757154,2012
1503002,Faro,11799.4841274392,1,0.0847494677902523,2012
1503101,Gurupá,8666.59462536762,28,3.23079608662466,2012
1503606,Itaituba,62052.1826559606,5091,82.0438505479544,2012
1503705,Itupiranga,8.11372429296564,6,739.487784321415,2012
1503754,Jacareacanga,53285.4102789162,2301,43.1825519960471,2012
1503903,Juruti,8291.36772850465,111,13.3874173278308,2012
1504208,Marabá,320.421802249517,89,277.758877127513,2012
1504455,Medicilândia,8326.82119242475,79,9.4874140052232,2012
1504505,Melgaço,2350.9018304855,5,2.12684338204264,2012
1504752,Mojuí dos Campos,4979.07635178927,97,19.4815249147851,2012
1504802,Monte Alegre,18205.3231807224,97,5.32811195039444,2012
1505031,Novo Progresso,38176.0281638773,8777,229.908673639992,2012
1505064,Novo Repartimento,1122.23842108282,87,77.5236334504174,2012
1505106,Óbidos,27825.7718245782,414,14.8782934974806,2012
1505304,Oriximiná,107351.097158763,218,2.03071981348822,2012
1505437,Ourilândia do Norte,13752.9199414993,1261,91.6896197581246,2012
1505536,Parauapebas,45.7605636008869,12,262.234532438482,2012
1505650,Placas,7172.03375716197,329,45.8726229044114,2012
1505908,Porto de Moz,17431.6807330097,37,2.12257214704113,2012
1506005,Prainha,14811.6005410922,124,8.37181637838423,2012
1506138,Redenção,94.7252321512239,2,21.1136985846295,2012
1506195,Rurópolis,7021.03359951477,381,54.26551441462,2012
1506583,Santa Maria das Barreiras,335.688616173269,145,431.947921418809,2012
1506807,Santarém,18011.3134094464,178,9.88267740134067,2012
1507300,São Félix do Xingu,83579.517090634,10361,123.96577966303,2012
1507805,Senador José Porfírio,14299.2365766575,77,5.38490286437369,2012
1507979,Terra Santa,1896.87457570504,15,7.90774476716507,2012
1508050,Trairão,11990.5541527608,2029,169.21653279326,2012
1508084,Tucumã,2497.66440510126,191,76.4714425244236,2012
1508159,Uruará,10778.6177190059,912,84.6119626630673,2012
1508357,Vitória do Xingu,3223.32140578381,16,4.9638239523028,2012
1600238,Ferreira Gomes,905.074136458024,1,1.10488186516241,2012
1600253,Itaubal,1134.20820351695,1,0.881672339257643,2012
1600279,Laranjal do Jari,30131.7573526271,1,0.0331875764263319,2012
1600303,Macapá,3594.49812841588,7,1.94742068292158,2012
1600402,Mazagão,13041.8182311057,6,0.460058551168086,2012
1600535,Porto Grande,2364.32999116447,5,2.11476402138664,2012
1600600,Santana,1596.69853520896,4,2.50516920495359,2012
5100201,Água Boa,5262.10666104356,156,29.6459213103564,2012
5100250,Alta Floresta,9005.68209791717,131,14.5463717879068,2012
5100359,Alto Boa Vista,1499.2201750344,512,341.510879139719,2012
5100805,Apiacás,20363.5085085826,1057,51.90657590044,2012
5101407,Aripuanã,25043.8185722031,690,27.5517089381031,2012
5101704,Barra do Bugres,24.6152586966165,5,203.126039081087,2012
5101852,Bom Jesus do Araguaia,3245.20241237461,416,128.189230481805,2012
5101902,Brasnorte,15984.5962660702,1359,85.0193509663232,2012
5102603,Campinápolis,4825.81662756485,2280,472.458896796191,2012
5102637,Campo Novo do Parecis,9364.42266121432,603,64.3926509743641,2012
5102686,Campos de Júlio,6799.06086945444,232,34.122359610323,2012
5102694,Canabrava do Norte,902.791850711174,22,24.3688508958843,2012
5102702,Canarana,9332.79833381347,524,56.1460755132259,2012
5102793,Carlinda,2386.53578675178,38,15.9226608756286,2012
5102850,Castanheira,3889.56694397727,22,5.65615666650642,2012
5103056,Cláudia,3851.65157279674,1484,385.289264086379,2012
5103205,Colíder,3032.20469522532,34,11.2129633113287,2012
5103254,Colniza,27954.6724647225,3100,110.893805102244,2012
5103304,Comodoro,21720.3821056506,1012,46.5921821760551,2012
5103353,Confresa,3199.94532369741,799,249.691766319553,2012
5103361,Conquista D'Oeste,2684.24129978036,470,175.096031805508,2012
5103379,Cotriguaçu,9483.05820041181,530,55.8891434386625,2012
5103502,Diamantino,7354.86557974053,198,26.9209542789476,2012
5103700,Feliz Natal,11451.3701154988,4270,372.881144957562,2012
5103858,Gaúcha do Norte,16899.4057045207,3202,189.47411855693,2012
5104104,Guarantã do Norte,4741.7622414963,162,34.1645134760868,2012
5104526,Ipiranga do Norte,3437.30537432382,472,137.316865567364,2012
5104542,Itanhangá,2938.79453175691,2151,731.932762483419,2012
5104559,Itaúba,4631.66872570876,422,91.1118702548019,2012
5105002,Jauru,193.648186295861,1,5.16400395546269,2012
5105101,Juara,22750.7028720905,1417,62.2837899983436,2012
5105150,Juína,26196.8931708465,202,7.71083802505244,2012
5105176,Juruena,2818.27943355508,34,12.0640982562581,2012
5105259,Lucas do Rio Verde,3656.47512933743,151,41.29660250892,2012
5105507,Vila Bela da Santíssima Trindade,13306.7675963148,448,33.6670793081311,2012
5105580,Marcelândia,12265.8975916818,1950,158.977358601332,2012
5105606,Matupá,5160.18059457978,420,81.3925001851999,2012
5105903,Nobres,2007.3020523546,97,48.3235693832014,2012
5106000,Nortelândia,161.485561324589,1,6.19250409632588,2012
5106158,Nova Bandeirantes,9548.85550950435,912,95.5088281618934,2012
5106182,Nova Lacerda,4722.0746103446,497,105.250348842695,2012
5106190,Nova Santa Helena,2337.84930698807,143,61.1673299782662,2012
5106208,Nova Brasilândia,712.909736476949,5,7.01351060894323,2012
5106216,Nova Canaã do Norte,5961.26327969834,273,45.7956622935491,2012
5106224,Nova Mutum,9548.42350493984,920,96.350983963378,2012
5106240,Nova Ubiratã,12681.1812215783,2281,179.872833622049,2012
5106257,Nova Xavantina,264.659944051109,38,143.580473185099,2012
5106265,Novo Mundo,5784.25604179824,345,59.6446625991239,2012
5106273,Novo Horizonte do Norte,890.708074552877,97,108.902122672114,2012
5106299,Paranaíta,4798.60045385944,79,16.4631335239552,2012
5106307,Paranatinga,24182.4631506303,3787,156.601086349688,2012
5106422,Peixoto de Azevedo,14413.6764890645,1530,106.149184155811,2012
5106455,Planalto da Serra,2135.17006202913,148,69.3153218246936,2012
5106752,Pontes e Lacerda,8524.54091102593,309,36.2482863564334,2012
5106778,Porto Alegre do Norte,664.271815586233,2,3.01081568278636,2012
5106802,Porto dos Gaúchos,6999.80819504561,1621,231.577773966339,2012
5107040,Primavera do Leste,1352.01216390468,78,57.6917886409633,2012
5107065,Querência,17816.3598267784,1788,100.357200762896,2012
5107180,Ribeirão Cascalheira,3507.48095326067,342,97.5058751729115,2012
5107248,Santa Carmem,3828.23167782219,849,221.773411708191,2012
5107305,São José do Rio Claro,4563.80232045192,510,111.748924293789,2012
5107354,São José do Xingu,7461.89219884357,490,65.666989946054,2012
5107578,Rondolândia,12670.4217581961,696,54.9310838488689,2012
5107701,Rosário Oeste,749.960140697724,65,86.6712728752855,2012
5107743,Santa Cruz do Xingu,5620.42235395562,89,15.8351088930821,2012
5107768,Santa Rita do Trivelato,4740.60686682787,172,36.2822745761857,2012
5107792,Santo Antônio do Leste,2567.97507957962,442,172.120050352029,2012
5107859,São Félix do Araguaia,9818.28666720825,1051,107.04515315388,2012
5107875,Sapezal,13628.3293773437,1364,100.085635020501,2012
5107883,Serra Nova Dourada,371.335072529009,49,131.956293991519,2012
5107909,Sinop,3953.68062726397,486,122.923434090406,2012
5107925,Sorriso,9357.35911296462,340,36.3350381122949,2012
5107941,Tabaporã,8212.10463554052,1754,213.587147003583,2012
5107958,Tangará da Serra,5912.16782272121,2083,352.324234098154,2012
5108006,Tapurah,4485.96278398309,941,209.765449539572,2012
5108055,Terra Nova do Norte,2567.43904189822,157,61.150429450478,2012
5108303,União do Sul,4586.85478199708,2090,455.649916845641,2012
5108352,Vale de São Domingos,1881.69095236361,187,99.378699655811,2012
5108501,Vera,2954.15084690628,276,93.427862794833,2012
5108600,Vila Rica,3875.11500759882,231,59.6111340042878,2012
5108808,Nova Guarita,1072.84455529833,45,41.9445666921307,2012
5108907,Nova Maringá,11552.2438092455,2798,242.204029468346,2012
5108956,Nova Monte Verde,5248.91640929285,84,16.0033030534233,2012
1100015,Alta Floresta D'Oeste,7075.46281891544,51,7.20800904552241,2013
1100023,Ariquemes,4391.39477282046,137,31.197377390876,2013
1100031,Cabixi,1309.03214544487,51,38.9600822084227,2013
1100049,Cacoal,3794.08007037817,32,8.43419205879081,2013
1100056,Cerejeiras,2785.82566173368,9,3.23064006611207,2013
1100064,Colorado do Oeste,1448.56790668314,5,3.45168492062535,2013
1100072,Corumbiara,3060.33665281827,100,32.6761436222743,2013
1100080,Costa Marques,4966.37037396192,101,20.3367836860357,2013
1100098,Espigão D'oeste,4518.59611134392,136,30.0978438100658,2013
1100106,Guajará-Mirim,24831.0141853027,244,9.82642103053616,2013
1100114,Jaru,2916.70982146976,16,5.48563312065697,2013
1100122,Ji-Paraná,6878.32257854719,35,5.0884499237011,2013
1100130,Machadinho D'oeste,8509.85794609803,540,63.4558183486016,2013
1100148,Nova Brasilândia D'oeste,1704.58399523373,25,14.6663350529535,2013
1100155,Ouro Preto do Oeste,1979.59135982278,22,11.1134047392334,2013
1100189,Pimenta Bueno,6242.21073969691,219,35.0837242016334,2013
1100205,Porto Velho,34091.0748780448,1237,36.2851568753747,2013
1100254,Presidente Médici,1759.00155222961,7,3.97953031430087,2013
1100262,Rio Crespo,1727.80987349966,79,45.7226233115489,2013
1100288,Rolim de Moura,1455.0392772401,33,22.6798001374876,2013
1100296,Santa Luzia D'oeste,1195.305521462,11,9.20266810659897,2013
1100304,Vilhena,11526.9463530844,241,20.9075320226082,2013
1100320,São Miguel do Guaporé,7456.00271166598,202,27.09226482495,2013
1100338,Nova Mamoré,10085.82957612,342,33.9089608265586,2013
1100346,Alvorada D'Oeste,3029.56768696574,25,8.25200245815889,2013
1100379,Alto Alegre dos Parecis,3921.63182694777,33,8.41486438712532,2013
1100403,Alto Paraíso,2645.84656273083,217,82.015337947651,2013
1100452,Buritis,3264.20997938326,190,58.2070397431659,2013
1100502,Novo Horizonte do Oeste,840.556617205094,8,9.5175028501953,2013
1100601,Cacaulândia,1997.49417372716,13,6.50815415183068,2013
1100700,Campo Novo de Rondônia,3437.93778952101,24,6.98092911196737,2013
1100809,Candeias do Jamari,6839.09801018796,154,22.5175892742861,2013
1100908,Castanheiras,890.669924185334,16,17.9640061548442,2013
1100924,Chupinguaia,5122.88876474738,175,34.1604137892363,2013
1100940,Cujubim,3857.52466767164,354,91.7686937861295,2013
1101005,Governador Jorge Teixeira,5061.51127047508,20,3.95138900839052,2013
1101104,Itapuã do Oeste,4084.54032240828,64,15.6688378491181,2013
1101203,Ministro Andreazza,798.317881437347,8,10.0210707864845,2013
1101302,Mirante da Serra,1206.9523299704,13,10.7709307792784,2013
1101401,Monte Negro,1928.83597701334,72,37.3282129004492,2013
1101435,Nova União,826.485797114853,23,27.828669385838,2013
1101450,Parecis,2549.96213843291,80,31.3730148358847,2013
1101468,Pimenteiras do Oeste,5982.70565416405,347,58.000513489826,2013
1101476,Primavera de Rondônia,606.686912821838,9,14.8346697609463,2013
1101484,São Felipe D'oeste,541.926460745059,12,22.1432258234853,2013
1101492,São Francisco do Guaporé,10944.001150325,231,21.1074539217442,2013
1101500,Seringueiras,3775.33392372728,54,14.3033705338275,2013
1101559,Teixeirópolis,462.348227975037,1,2.16287192097553,2013
1101609,Theobroma,2196.98970758641,53,24.1239182036157,2013
1101708,Urupá,828.410405661776,12,14.4855737180339,2013
1101757,Vale do Anari,3142.7673074933,35,11.1366819670516,2013
1101807,Vale do Paraíso,964.551006716556,3,3.11025542362176,2013
1200013,Acrelândia,1816.29481368348,95,52.3042841306902,2013
1200054,Assis Brasil,4979.88179233693,41,8.2331271523535,2013
1200104,Brasiléia,3926.12342660549,144,36.6774001612328,2013
1200138,Bujari,3016.75719431093,117,38.7833665303397,2013
1200179,Capixaba,1716.37424490339,148,86.2282805975862,2013
1200203,Cruzeiro do Sul,8923.66608400285,199,22.3002517268929,2013
1200252,Epitaciolândia,1658.74102578366,98,59.0809526482296,2013
1200302,Feijó,27964.2850684576,377,13.4814817928329,2013
1200328,Jordão,5358.16940495014,38,7.09197435319864,2013
1200336,Mâncio Lima,5400.2516938694,86,15.925183653501,2013
1200344,Manoel Urbano,10648.0461802283,150,14.0870914213845,2013
1200351,Marechal Thaumaturgo,8163.75974117839,132,16.1690206699967,2013
1200385,Plácido de Castro,1943.53672121127,100,51.4525909948731,2013
1200393,Porto Walter,6473.80587125179,86,13.2843031920219,2013
1200401,Rio Branco,8822.95612516589,396,44.882916154426,2013
1200427,Rodrigues Alves,2871.38036223574,156,54.3292703578059,2013
1200435,Santa Rosa do Purus,6130.47708380029,49,7.99285264918156,2013
1200450,Senador Guiomard,2325.8604273956,99,42.5648929032496,2013
1200500,Sena Madureira,23730.591424199,340,14.3274979507375,2013
1200609,Tarauacá,20223.8588119565,359,17.7513106345341,2013
1200708,Xapuri,5350.98261162685,143,26.7240636680978,2013
1200807,Porto Acre,2618.26465157661,140,53.4705305346798,2013
1300029,Alvarães,6049.30101627177,213,35.2106796185311,2013
1300060,Amaturá,4770.46097980788,15,3.14435021342615,2013
1300086,Anamã,2429.44896836386,54,22.2272625205077,2013
1300102,Anori,5866.06818478331,18,3.06849484748444,2013
1300144,Apuí,54230.4602923397,436,8.03976211246703,2013
1300201,Atalaia do Norte,76400.3127555674,23,0.301045888039561,2013
1300300,Autazes,7712.75501865416,303,39.28557295897,2013
1300409,Barcelos,122453.934425296,21,0.171493060623636,2013
1300508,Barreirinha,5782.98241081328,107,18.502563625289,2013
1300607,Benjamin Constant,8727.78662905015,14,1.60407221155034,2013
1300631,Beruri,17265.0912886241,65,3.7648222597484,2013
1300680,Boa Vista do Ramos,2590.92802582343,47,18.1402183046219,2013
1300706,Boca do Acre,21967.7788439325,313,14.2481405254337,2013
1300805,Borba,44191.4936039227,182,4.11843966242057,2013
1300839,Caapiranga,9464.0971656426,93,9.82661086126808,2013
1300904,Canutama,33677.9521713822,251,7.45294721967349,2013
1301001,Carauari,25777.9584462427,88,3.41376917739685,2013
1301100,Careiro,6105.76950110709,192,31.4456678990563,2013
1301159,Careiro da Várzea,2678.45045947077,70,26.134513614947,2013
1301209,Coari,57844.7594763991,447,7.72757988876032,2013
1301308,Codajás,18706.9408853979,49,2.61934863108741,2013
1301407,Eirunepé,14973.978998615,107,7.1457292687466,2013
1301506,Envira,7504.7294598956,77,10.2601966415284,2013
1301605,Fonte Boa,12093.0168591464,7,0.57884646003,2013
1301654,Guajará,7583.55561945798,96,12.6589695938515,2013
1301704,Humaitá,33127.6006515687,304,9.17663803054824,2013
1301803,Ipixuna,12080.1376031172,67,5.54629443812883,2013
1301852,Iranduba,2673.58093335223,69,25.8080835104869,2013
1301902,Itacoatiara,8820.1661304317,249,28.2307607722818,2013
1301951,Itamarati,25295.8610995954,32,1.26502908416554,2013
1302009,Itapiranga,4474.44070522781,25,5.58729048991324,2013
1302108,Japurá,55750.8087441579,5,0.08968479763128,2013
1302207,Juruá,19384.182919185,11,0.567472977626157,2013
1302306,Jutaí,69562.0387325857,21,0.301888794270815,2013
1302405,Lábrea,68246.7795432887,340,4.98192005945627,2013
1302504,Manacapuru,7320.11549790585,289,39.4802513816452,2013
1302553,Manaquiri,4009.51858058177,106,26.4370891092416,2013
1302603,Manaus,10873.7469101604,67,6.16162952417033,2013
1302702,Manicoré,48273.8713728947,525,10.8754484583307,2013
1302801,Maraã,17099.9685811831,7,0.409357477282318,2013
1302900,Maués,40010.4705074089,312,7.79795878536908,2013
1303007,Nhamundá,14107.7584517921,57,4.04033002087296,2013
1303106,Nova Olinda do Norte,5557.86297667134,105,18.8921534123329,2013
1303205,Novo Airão,37753.590063227,32,0.847601511443249,2013
1303304,Novo Aripuanã,41239.2248550323,283,6.86239862642487,2013
1303403,Parintins,5951.51606428328,167,28.0600771628954,2013
1303502,Pauini,41591.8358508229,55,1.32237490543259,2013
1303536,Presidente Figueiredo,25511.9210397708,91,3.56695992662173,2013
1303569,Rio Preto da Eva,5803.03653762192,29,4.99738366491213,2013
1303601,Santa Isabel do Rio Negro,62931.0286428666,33,0.524383610305735,2013
1303700,Santo Antônio do Içá,12306.2640361622,22,1.78770745819792,2013
1303809,São Gabriel da Cachoeira,108771.964436558,220,2.02258000156204,2013
1303908,São Paulo de Olivença,19868.390612271,43,2.16424172642562,2013
1303957,São Sebastião do Uatumã,10534.3356855439,25,2.37319188853142,2013
1304005,Silves,3727.51249106091,101,27.0958179864486,2013
1304062,Tabatinga,3193.75220979291,32,10.019562538972,2013
1304104,Tapauá,85372.1898502421,141,1.65159169803819,2013
1304203,Tefé,23390.2629801626,425,18.1699538975019,2013
1304237,Tonantins,6433.59895921721,25,3.8858499198467,2013
1304260,Uarini,10280.3009087347,129,12.5482708283757,2013
1304302,Urucará,27951.9224150581,52,1.86033716135341,2013
1304401,Urucurituba,2803.38453542013,39,13.9117554182253,2013
1400027,Amajari,28263.8831669847,1062,37.5744547812359,2013
1400050,Alto Alegre,25560.0072952229,544,21.2832490115006,2013
1400100,Boa Vista,5652.32231248348,1062,187.887374655637,2013
1400159,Bonfim,8095.29796481289,910,112.410933353586,2013
